Id,source,title,article,page_rank,timestamp,year,month,has_timestamp,text
14406,Washington, Bush Condemns MoveOn.org's Ad About Petraeus ," President Bush today condemned the recent MoveOn.org advertisement that described Army Gen. David H. Petraeus as General ""Betray-Us,"" voicing disappointment that leading Democrats had not denounced it as well. ",5,2007-09-20 20:29:10,2007.0,9.0,1,"bush condemns moveon.org's ad about petraeus president bush today condemned the recent moveon.org advertisement that described army gen. david h. petraeus as general ""betray-us,"" voicing disappointment that leading democrats had not denounced it as well."
14407,Reuters,Yen Suffers as Oil Prices Hit Highs, LONDON (Reuters) - The yen sank to a four-month low against  the euro and a six-week low versus the dollar on Tuesday as  investors fretted that soaring oil prices could jeopardize  Japan's economic recovery.,5,,,,0,yen suffers as oil prices hit highs london (reuters) - the yen sank to a four-month low against the euro and a six-week low versus the dollar on tuesday as investors fretted that soaring oil prices could jeopardize japan's economic recovery.
14408,Boston,"Brazil 4, United States 2: Brazil Tops U.S. in Exhibition",Brazil got a go-ahead goal on Ronaldinhoâs free kick late in the second half to rally past the United States in a wide-open exhibition game Sunday.,5,2007-09-11 02:56:38,2007.0,9.0,1,"brazil 4, united states 2: brazil tops u.s. in exhibition brazil got a go-ahead goal on ronaldinhoâs free kick late in the second half to rally past the united states in a wide-open exhibition game sunday."
14409,Yahoo,"Hawks' Johnson named to NBA All-Stars \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/ap/20070214/ap_on_sp_bk_ne/bkn_all_star_replacements_johnson""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070212/capt.oas10602120503.hawks_warriors_basketball_oas106.jpg?x=109&y=130&sig=NVEzj0rawViDHk_vPMXQVQ--"" align=""left"" height=""130"" width=""109"" alt=""Atlanta Hawks' Lorenzen Wright, left, celebrates with Joe Johnson as their team held on to beat the Golden State Warriors 106-105 in an NBA basketball game,  Sunday, Feb. 11, 2007 in Oakland, Calif. (AP Photo/Dino Vournas)"" border=""0"" /></a>AP - Joe Johnson of the Atlanta Hawks was chosen by commissioner David Stern for the NBA's East All-Star team on Wednesday as a replacement for injured New Jersey guard Jason Kidd.</p><br clear=""all""/>",5,2007-02-14 22:02:01,2007.0,2.0,1,hawks' johnson named to nba all-stars \ (ap)\ ap - joe johnson of the atlanta hawks was chosen by commissioner david stern for the nba's east all-star team on wednesday as a replacement for injured new jersey guard jason kidd.
14410,Daily,Bloody weekend hits hopes for Iraq polls,"At least 21 people, including 17 Iraqis working for the US military, were killed Sunday as a senior UN official warned that next month&#39;s crucial elections could not be held in the current climate of violence.",5,,,,0,"bloody weekend hits hopes for iraq polls at least 21 people, including 17 iraqis working for the us military, were killed sunday as a senior un official warned that next month's crucial elections could not be held in the current climate of violence."
14411,Scotsman,Chelsea Reject Taylor Criticism over Mutu,Chelsea have hit back at comments by Professional Footballersâ Association chief executive Gordon Taylor over their decision to sack disgraced striker Adrian Mutu.,5,2004-10-29 20:37:55,2004.0,10.0,1,chelsea reject taylor criticism over mutu chelsea have hit back at comments by professional footballersâ association chief executive gordon taylor over their decision to sack disgraced striker adrian mutu.
14412,Yahoo,"Panel: Landis must forfeit cycling title \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/ap/20070920/ap_on_sp_ot/cyc_landis_decision""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20070917/2007_09_17t054452_450x319_us_cycling_doping_landis.jpg?x=130&y=92&sig=1RrFmG5_N.Un41v97hiHUw--"" align=""left"" height=""92"" width=""130"" alt=""U.S. cyclist Floyd Landis attends an arbitration hearing in Malibu, California, May 22, 2007. A United States arbitration panel has ended deliberations on embattled 2006 Tour de France winner's doping case and will reveal its ruling in the next seven days, the American's lawyer said on Monday. (Max Morse/Reuters)"" border=""0"" /></a>AP - Floyd Landis lost his expensive and explosive doping case Thursday when the arbitrators upheld the results of a test that showed the 2006 Tour de France champion used synthetic testosterone to fuel his spectacular comeback victory, The Associated Press has learned.</p><br clear=""all""/>",5,2007-09-20 21:58:43,2007.0,9.0,1,"panel: landis must forfeit cycling title \ (ap)\ ap - floyd landis lost his expensive and explosive doping case thursday when the arbitrators upheld the results of a test that showed the 2006 tour de france champion used synthetic testosterone to fuel his spectacular comeback victory, the associated press has learned."
14413,Washington,Al Qaeda Shifts Its Strategy in Saudi Arabia,Al Qaeda forces in Saudi Arabia are now almost exclusively searching for U.S. and other Western targets in the kingdom while avoiding attacks on domestic institutions in a bid to strengthen their flagging network.,5,,,,0,al qaeda shifts its strategy in saudi arabia al qaeda forces in saudi arabia are now almost exclusively searching for u.s. and other western targets in the kingdom while avoiding attacks on domestic institutions in a bid to strengthen their flagging network.
14414,Yahoo,"Iran draws up plans to bomb Israel \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/ap/20070919/ap_on_re_mi_ea/iran_israel""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070918/capt.983613f6c9304e428faeb2faa3ea0abd.aptopix_iran_parliament_ahmadinejad_vah105.jpg?x=130&y=92&sig=cU5v2lUSPm.Qtc4FWBnSEQ--"" align=""left"" height=""92"" width=""130"" alt=""Iranian President Mahmoud Ahmadinejad, center, smiles as he leaves the parliament after delivering a report of his activities on Iran's fourth development plan, in Tehran, Iran, Tuesday, Sept. 18, 2007. Ahmadinejad on Tuesday shrugged off a French warning of war if Iran develops a nuclear weapon, saying the comments were not to be taken seriously. (AP Photo/Vahid Salemi)"" border=""0"" /></a>AP - The deputy commander of Iran's air force said Wednesday that plans have been drawn up to bomb Israel if the Jewish state attacks Iran, according to the semi-official Fars news agency.</p><br clear=""all""/>",5,2007-09-19 15:47:39,2007.0,9.0,1,"iran draws up plans to bomb israel \ (ap)\ ap - the deputy commander of iran's air force said wednesday that plans have been drawn up to bomb israel if the jewish state attacks iran, according to the semi-official fars news agency."
14415,New,Treasury Auctions Set for This Week,The Treasuryâs schedule of financing this week included Mondayâs regular weekly auction of new three- and six-month bills and an auction of four-week bills on Tuesday.,5,2008-01-14 08:08:18,2008.0,1.0,1,treasury auctions set for this week the treasuryâs schedule of financing this week included mondayâs regular weekly auction of new three- and six-month bills and an auction of four-week bills on tuesday.
14416,Yahoo,"Pound gains against the dollar \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20080115/wl_uk_afp/forexlondon""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20080115/capt.sge.tde46.150108164801.photo00.photo.default-326x512.jpg?x=82&y=130&q=85&sig=ypLc9LgAkIYw3O44vl.f4Q--"" align=""left"" height=""130"" width=""82"" alt=""US dollar and UK pound notes and coins. The pound was firmer as inflation data showed the key annual CPI rate staying stubbornly at 2.1 percent in December -- above the Bank of England's 2.0 percent target -- for the third month in a row.(AFP/File/Bertrand Langlois)"" border=""0"" /></a>AFP - The pound was firmer as inflation data showed the key annual CPI rate staying stubbornly at 2.1 percent in December -- above the Bank of England's 2.0 percent target -- for the third month in a row.</p><br clear=""all""/>",5,2008-01-15 20:30:32,2008.0,1.0,1,pound gains against the dollar \ (afp)\ afp - the pound was firmer as inflation data showed the key annual cpi rate staying stubbornly at 2.1 percent in december -- above the bank of england's 2.0 percent target -- for the third month in a row.
