Id,source,title,article,page_rank,timestamp
10226,International,Rocket fire thwarts rally for Karzai,"GARDEZ, Afghanistan President Hamid Karzai had to abort a rare campaign rally Thursday in this town southeast of the capital when a rocket was fired over his helicopter as it began to land.",5,0000-00-00 00:00:00
10227,Washington,Circulation scandal to cost Tribune Co.,"The Tribune Co., publishers of New York Newsday and the Spanish-language Hoy, will spend up to $60 million to pay settlements in a circulation scandal.",5,0000-00-00 00:00:00
10228,BBC,South Sudanese in unity challenge,Southern Sudanese leader John Garang challenges the north to show why the country should remain united.,5,2005-01-23 23:59:09
10229,Xinhua,Rockets down Nets 80-69,"The Houston Rockets snapped their two-game losing streak on Monday by defeating the New JerseyNets 80-69. McGrady, coming off a two-game absence, scored 14 points and dished out four assists for the Rockets.",5,2004-11-16 13:44:31
10230,Yahoo,Pound keep recent buoyancy (AFP),"AFP - The pound kept its recent buoyancy intact after data out this morning revealed continued tightness in the UK labour market, leaving open speculation that the Bank of England may be forced into one more rate hike.",5,2005-01-19 19:27:40
10231,Yahoo,"La. gov. to testify in Katrina deaths \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/us/*http://news.yahoo.com/s/ap/20070828/ap_on_re_us/katrina_nursing_home_deaths""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070828/capt.7b0dc587921d4656991431c77c123903.katrina_nursing_home_deaths_latm102.jpg?x=130&y=93&sig=zVjPvaH9gmcuJDWhf5kJ2Q--"" align=""left"" height=""93"" width=""130"" alt=""Louisiana Gov. Kathleen Blanco, second from right, leaves the West Feliciana Parish Courthouse, Tuesday, Aug. 28, 2007, in the trial of nursing home owners Sal and Mabel Mangano. The two nursing home owners are accused of negligently causing their patients deaths in the killer Hurricane Katrina's flood waters. (AP Photo/Tim Mueller)"" border=""0"" /></a>AP - Gov. Kathleen Blanco recounted the state's preparations for Hurricane Katrina as she testified Tuesday in the trial of two nursing home owners charged in the drowning deaths of patients who weren't evacuated during the storm.</p><br clear=""all""/>",5,2007-08-28 23:17:47
10232,Yahoo,"Iran says to get missile system from Russia: report \
    (Reuters)\
","Reuters - Iran's defense minister said on \
Wednesday that Iran had agreed to buy an S-300 surface-to-air \
missile system from Russia, Iranian media reported.",5,2007-12-26 15:56:11
10233,Boston,Goosen Does Unthinkable and Gets Woods Thinking,"When Tiger Woods and Jay Haas faltered, Retief Goosen knew how to finish, with a brilliant six-under-par 64 and a victory at the Tour Championship.",5,0000-00-00 00:00:00
10234,Yahoo,Senators Urge Bush to Change Iraq Stance (AP),AP - Senators from both parties urged the Bush administration on Sunday to face the reality of the situation in Iraq and change its occupation policies.,5,0000-00-00 00:00:00
10235,Yahoo,"Ex-cop says Diana rejected security \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/entertainment/*http://news.yahoo.com/s/ap/20080117/ap_en_ce/britain_diana""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20080117/2008_01_17t094301_450x283_us_britain_william.jpg?x=130&y=81&q=85&sig=dtxWsr2bQ2SCB8CD9ZYXTw--"" align=""left"" height=""81"" width=""130"" alt=""Britain's Prince William undergoes flying training at RAF Cranwell in Lincolnshire, central England January 17, 2008. (Cpl Scott Robertson/Crown Copyright/MOD/Pool/Reuters)"" border=""0"" /></a>AP - A former London police chief said Thursday that Princess Diana would not have died in Paris if she had been willing to accept protection from British officers.</p><br clear=""all""/>",5,2008-01-17 17:11:36
10236,Boston,Hiring in early '07 expected to be soft,"MILWAUKEE -- Twenty-three percent of US employers plan to hire more people in the first quarter of next year, a level of growth on par with the same period last year but lower than more recent quarters, according to a survey of 14,000 companies.",4,2006-12-12 10:26:32
10237,Statesman,Hope in horizon for the West Indies,"WHEN the ICC launched its Champions Trophy six years ago with a view to developing the game in different parts of the world, the Caribbean was not one of the regions that it had in mind.",5,0000-00-00 00:00:00
10238,Reuters,Cat Stevens Calls U.S. Deportation 'Ridiculous'," LONDON (Reuters) - Muslim convert and former pop star Cat  Stevens returned to Britain on Thursday after his deportation  from the U.S. over ""potential"" terrorism links sparked an  Anglo-American diplomatic row.",5,0000-00-00 00:00:00
10239,Reuters,"""I lost,"" top Colombian drug suspect tells captors","BOGOTA (Reuters) - He is charged with running one of the world's fiercest drug cartels, but Colombian soldiers finally caught up with Diego ""Lord of War"" Montoya cowering in his underpants in a shallow hole hidden by a pile of leaves.",5,2007-09-11 22:18:48
10240,Yahoo,IG Metall union vows to stand strong in salary negotiations with VW (AFP),"AFP - The IG Metall union pledged its determination to prevail in what is expected to be turbulent salary negotiations this week with car manufacturer Volkswagen, which is demanding large sacrifices from employees.",5,0000-00-00 00:00:00
10241,New,Curry has postseason experience to build on,"Curry College is heading back to the Division 3 NCAA Tournament. The Colonels (9-1), New England's lone representative, opens postseason play tomorrow vs. Liberty League champion Hobart (8-1) at Boswell Field in Geneva, N.Y.",5,0000-00-00 00:00:00
10242,InfoWorld,Zotob authors jailed,"<p>(<a href=""http://www.infoworld.com/?source=rss"">InfoWorld</a>) - Two Moroccan men have been jailed for releasing the Zotob computer worm, which wreaked havoc on an estimated 250,000 Windows PCs last year.</p><p align=""right""><a href=""http://ad.doubleclick.net/jump/idg.us.info.rss/news;pos=imu;tile=6;sz=336x280;skey=anti-virus;pkey=security;skey=viruses_and_worms;ord=123456789?"" target=""_blank"" /><img src=""http://ad.doubleclick.net/ad/idg.us.info.rss/news;pos=imu;tile=6;sz=336x280;skey=anti-virus;pkey=security;skey=viruses_and_worms;ord=123456789?"" width=""336"" height=""280"" border=""0"" alt="""" align=""right""/></a></p>\
<p>Farid Essebar, 19, of Morocco was sentenced to two years in prison on Tuesday by a Moroccan court, according to a report by Agence France-Presse. An accomplice, Achraf Bahloul, also of Morocco, received a one-year sentence, the report said.</p>\
<p>A third man, 22 year-old Atilla Ekici, of Turkey has been charged with financing the attack, which shut down PCs in a number of major corporations in mid-August 2005.</p>\
<p>The worm primarily affected Windows 2000 systems, taking advantage of a bug in the operating system's Plug and Play service that had been patched by Microsoft just days before the outbreak.</p>\
<p>Though it did not infect as many computers as more widespread worms such as Sasser or MyDoom, Zotob did take out systems at media outlets, including Cable News Network LP LLLP (CNN), prompting widespread publicity.</p>\
<p>Ekici and Essebar, known also by their hacker names of ""Coder"" and ""Diabl0,"" respectively, were arrested just 12 days after the release of Zotob, but authorities had also been investigating 16 other individuals in connection with a credit card theft ring that may have been linked to the worms.</p>\
<p>It is not unusual for hackers to create networks of compromised computers, like the one created by the Zotob worm, for identity theft, said Graham Cluley, a senior technology consultant with antivirus vendor Sophos PLC.</p>\
<p><i>REFERENCES:<br/> Zotob arrests point to cybercrime nexus, Computerworld (US online), Aug. 31, 2005<br/>CA: Windows 2000 worms now affecting 250,000, Aug. 17, 2005<br/>Authorities make arrests linked to worm spate, Aug. 26, 2005<br/></i></p>",4,2006-09-13 02:27:42
10243,Motley,This Just In: Upgrades and Downgrades,"Don't give coal for Christmas, says HSBC.\
<p><a href=""http://feeds.fool.com/~a/usmf/foolwatch?a=ZcXFJU""><img src=""http://feeds.fool.com/~a/usmf/foolwatch?i=ZcXFJU"" border=""0""></img></a></p><img src=""http://feeds.fool.com/~r/usmf/foolwatch/~4/134955212"" height=""1"" width=""1""/>",5,2007-07-18 19:27:10
10244,InfoWorld,"Indian software services, BPO face worker shortage","BANGALORE, INDIA - India's software services and business process outsourcing (BPO) industries could face a shortage of skilled workers in the coming years, according to the National Association of Software and Service Companies (NASSCOM) in Delhi.",5,0000-00-00 00:00:00
10245,Voice,Sudan Agrees to Expanded African Union Presence in Darfur,Sudan has agreed to accept an expanded African Union force in its western Darfur region to help protect civilians against marauding pro-government militia.,5,0000-00-00 00:00:00
10246,New,"Under Fire, Marsh Stops Taking Fees From Insurers","A day after coming under regulatory fire for taking incentive fees from insurers, the Marsh & McLennan Companies said that it would halt the practice.",5,0000-00-00 00:00:00
10247,Yahoo,"Owens fined $35,000 for spitting incident \
    (Reuters)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/nm/20061218/sp_nm/nfl_owens_dc""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20061219/2006_12_18t172301_309x450_us_nfl_owens.jpg?x=89&y=130&sig=nri7BI1wyv3kF9ppFo.65A--"" align=""left"" height=""130"" width=""89"" alt=""File photo shows Dallas Cowboys wide receiver Terrell Owens reacting toward fans after a touchdown in the first half of NFL football action against the Atlanta Falcons in Atlanta, Georgia on December 16, 2006. Owens has been fined $35,000 for spitting at Atlanta Falcons cornerback DeAngelo Hall, the NFL said on Monday. (Tami Chappell/Reuters)"" border=""0"" /></a>Reuters - Dallas Cowboys wide receiver Terrell \
Owens has been fined $35,000 for spitting at Atlanta Falcons \
cornerback DeAngelo Hall, the NFL said on Monday.</p><br clear=""all""/>",5,2006-12-19 01:37:26
10248,BBC,Hariri 'killed by suicide bomber',A UN probe into Rafik Hariri's death reinforces the view that a suicide bomber may have killed the ex-Lebanese PM.,5,2006-09-26 08:53:37
10249,Reuters,Freston's wild career takes another surprise turn," NEW YORK (Reuters) - Tom Freston's unusual career path took   another unexpected turn on Tuesday, when he was ousted as chief   executive of Viacom Inc. <A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=VIAb.N&target=/stocks/quickinfo/fullquote"">VIAb.N</A>.",5,2006-09-06 00:18:45
10250,Yahoo,Poll Monitor Activity in Various States (AP),"AP - A look at a number of states where poll monitors are massing for Tuesday's election. Authorities worry they could confuse or intimidate voters, particularly where races are close.",5,0000-00-00 00:00:00
10251,Yahoo,"Clinton blames Obama camp over remark \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/elections/*http://news.yahoo.com/s/ap/20080113/ap_on_el_pr/clinton_obama""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20080113/capt.sge.sdd26.130108023858.photo04.photo.default-341x512.jpg?x=86&y=130&q=85&sig=nNNRPf7wiVs_r0ZtNXFsww--"" align=""left"" height=""130"" width=""86"" alt=""Democratic presidential candidate Hillary Clinton announces her plan to ""jumpstart the economy"" during a visit to California, 11 January 2007. Clinton leads the Democratic race according to a poll out Friday.(AFP/Getty Images/File/David McNew)"" border=""0"" /></a>AP - Democratic presidential candidate Hillary Rodham Clinton on Saturday faulted chief rival Barack Obama's campaign for twisting her comments about slain civil rights leader Martin Luther King Jr.</p><br clear=""all""/>",5,2008-01-13 04:00:18
10252,BBC,India landless march nears Delhi,A protest march by thousands of landless Indian farmers and indigenous people is about to reach Delhi.,5,2007-10-28 03:28:43
10253,ABC,Jackson Lawyer Scrutinizes Psychologist,"SANTA MARIA, Calif. Aug. 17, 2004  The psychologist who notified police of a 12-year-old boy&#39;s claims of being molested by pop singer Michael Jackson had patients on both sides of the case, a defense lawyer indicated in court Tuesday. ",5,0000-00-00 00:00:00
